Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
23005,Alpha Innovations,Social Media,Women 35-44,45 days,Instagram,0.15,"$13,564.00",4.18,Los Angeles,Mandarin,376,9615,7,Outdoor Adventurers,2021-01-10
23006,TechCorp,Influencer,All Ages,15 days,Google Ads,0.15,"$9,901.00",6.7,Miami,Mandarin,195,2582,2,Fashionistas,2021-01-11
23007,TechCorp,Display,Women 35-44,15 days,YouTube,0.12,"$17,078.00",4.64,New York,French,962,8759,1,Tech Enthusiasts,2021-01-12
23008,NexGen Systems,Email,All Ages,15 days,Website,0.05,"$15,286.00",4.88,Miami,English,531,9866,5,Outdoor Adventurers,2021-01-13
23009,Alpha Innovations,Influencer,All Ages,45 days,Instagram,0.02,"$5,759.00",7.6,New York,English,790,2164,4,Tech Enthusiasts,2021-01-14
23010,Alpha Innovations,Influencer,Women 35-44,45 days,Email,0.06,"$19,769.00",3.21,Miami,Mandarin,600,5899,5,Outdoor Adventurers,2021-01-15
23011,NexGen Systems,Display,Men 18-24,60 days,YouTube,0.04,"$13,693.00",4.26,Miami,French,978,4647,10,Health & Wellness,2021-01-16
23012,Alpha Innovations,Influencer,Men 25-34,45 days,YouTube,0.14,"$10,905.00",4.52,Houston,Mandarin,262,3496,5,Outdoor Adventurers,2021-01-17
23013,DataTech Solutions,Search,Men 18-24,45 days,Google Ads,0.04,"$12,752.00",5.7,New York,Mandarin,547,6385,7,Tech Enthusiasts,2021-01-18
23014,Innovate Industries,Search,Men 18-24,30 days,Instagram,0.09,"$8,326.00",2.99,New York,French,516,7713,3,Tech Enthusiasts,2021-01-19
23015,DataTech Solutions,Email,Women 25-34,15 days,Google Ads,0.15,"$9,592.00",6.08,Houston,Mandarin,990,5601,5,Tech Enthusiasts,2021-01-20
23016,DataTech Solutions,Search,Men 25-34,15 days,Email,0.09,"$8,082.00",3.36,Houston,German,510,9196,10,Foodies,2021-01-21
23017,Innovate Industries,Social Media,Women 25-34,30 days,YouTube,0.1,"$11,822.00",4.74,Miami,German,941,1769,3,Fashionistas,2021-01-22
23018,NexGen Systems,Influencer,Men 18-24,30 days,Facebook,0.05,"$10,689.00",2.57,Houston,Spanish,816,6038,6,Fashionistas,2021-01-23
23019,Alpha Innovations,Social Media,Men 25-34,60 days,Google Ads,0.02,"$16,522.00",5.52,Houston,German,385,3762,9,Health & Wellness,2021-01-24
23020,Innovate Industries,Email,All Ages,60 days,YouTube,0.06,"$19,630.00",2.14,Chicago,Mandarin,467,2338,1,Outdoor Adventurers,2021-01-25
23021,NexGen Systems,Search,Women 25-34,30 days,Facebook,0.01,"$17,940.00",2.1,Houston,English,494,1891,1,Health & Wellness,2021-01-26
23022,TechCorp,Search,Men 25-34,30 days,Email,0.07,"$9,272.00",3.0,New York,French,267,7800,7,Health & Wellness,2021-01-27
23023,NexGen Systems,Email,Women 25-34,45 days,Website,0.02,"$17,000.00",6.87,Los Angeles,French,137,7782,5,Foodies,2021-01-28
23024,DataTech Solutions,Social Media,Women 35-44,45 days,Google Ads,0.03,"$16,173.00",2.27,Los Angeles,Spanish,964,5150,7,Outdoor Adventurers,2021-01-29
23025,Innovate Industries,Influencer,Women 35-44,60 days,Instagram,0.14,"$12,137.00",2.96,Los Angeles,German,713,9724,10,Foodies,2021-01-30
23026,Innovate Industries,Display,Men 25-34,15 days,Email,0.09,"$8,958.00",5.5,Chicago,Spanish,500,1441,2,Health & Wellness,2021-01-31
23027,TechCorp,Search,Women 25-34,15 days,YouTube,0.06,"$11,440.00",5.2,Houston,French,761,6585,9,Tech Enthusiasts,2021-02-01
23028,Innovate Industries,Email,All Ages,60 days,YouTube,0.08,"$15,795.00",7.97,Chicago,English,848,9537,7,Tech Enthusiasts,2021-02-02
23029,Innovate Industries,Search,Women 25-34,45 days,Facebook,0.08,"$12,893.00",2.67,New York,German,526,7746,10,Health & Wellness,2021-02-03
23030,NexGen Systems,Social Media,Men 18-24,60 days,Email,0.09,"$12,869.00",2.13,New York,French,791,5326,4,Fashionistas,2021-02-04
23031,NexGen Systems,Influencer,Men 25-34,15 days,Instagram,0.03,"$13,488.00",4.27,Chicago,German,474,2348,4,Tech Enthusiasts,2021-02-05
23032,Innovate Industries,Influencer,All Ages,60 days,Email,0.11,"$17,568.00",6.13,Los Angeles,Mandarin,181,1572,8,Fashionistas,2021-02-06
23033,Innovate Industries,Email,Men 18-24,30 days,YouTube,0.01,"$14,246.00",2.95,Miami,Mandarin,737,4093,5,Outdoor Adventurers,2021-02-07
23034,Alpha Innovations,Social Media,Men 18-24,45 days,Website,0.11,"$7,089.00",5.79,Houston,French,760,1304,8,Fashionistas,2021-02-08
23035,Alpha Innovations,Social Media,All Ages,60 days,Instagram,0.06,"$5,711.00",2.22,Houston,Spanish,942,2594,6,Outdoor Adventurers,2021-02-09
23036,NexGen Systems,Email,Men 25-34,15 days,Website,0.11,"$19,402.00",7.89,Chicago,French,984,9003,1,Foodies,2021-02-10
23037,TechCorp,Email,Women 25-34,45 days,Instagram,0.04,"$17,072.00",2.75,New York,Mandarin,997,3400,10,Fashionistas,2021-02-11
23038,Alpha Innovations,Display,Men 18-24,45 days,Instagram,0.11,"$16,982.00",3.11,Miami,French,783,7468,4,Tech Enthusiasts,2021-02-12
23039,Alpha Innovations,Social Media,Women 35-44,45 days,YouTube,0.03,"$18,399.00",5.1,Miami,French,281,8293,8,Health & Wellness,2021-02-13
23040,NexGen Systems,Email,Men 25-34,45 days,Google Ads,0.05,"$5,953.00",3.95,Los Angeles,Spanish,513,1230,8,Outdoor Adventurers,2021-02-14
23041,NexGen Systems,Display,Women 25-34,60 days,Facebook,0.13,"$5,226.00",2.15,Los Angeles,French,994,5902,3,Tech Enthusiasts,2021-02-15
23042,Alpha Innovations,Search,Women 35-44,15 days,Google Ads,0.05,"$8,653.00",7.63,Miami,German,372,1449,4,Tech Enthusiasts,2021-02-16
23043,TechCorp,Display,Men 25-34,45 days,Google Ads,0.15,"$7,294.00",3.43,Chicago,French,416,1900,7,Health & Wellness,2021-02-17
23044,NexGen Systems,Email,All Ages,30 days,Website,0.1,"$6,143.00",7.02,Miami,German,325,3916,3,Fashionistas,2021-02-18
23045,Alpha Innovations,Display,Men 25-34,15 days,Google Ads,0.01,"$9,615.00",6.71,Los Angeles,German,752,2759,7,Foodies,2021-02-19
23046,TechCorp,Social Media,All Ages,45 days,Facebook,0.07,"$19,345.00",7.55,Miami,English,371,5537,9,Outdoor Adventurers,2021-02-20
23047,Innovate Industries,Display,Women 25-34,15 days,Google Ads,0.14,"$8,358.00",6.67,Miami,Mandarin,641,5319,4,Foodies,2021-02-21
23048,Innovate Industries,Display,Men 18-24,60 days,Website,0.1,"$13,641.00",2.02,Chicago,Mandarin,568,7711,2,Outdoor Adventurers,2021-02-22
23049,Innovate Industries,Search,Women 35-44,15 days,Google Ads,0.05,"$6,690.00",5.83,Chicago,Mandarin,754,3823,10,Tech Enthusiasts,2021-02-23
23050,Alpha Innovations,Influencer,Women 25-34,30 days,Website,0.11,"$8,444.00",5.24,Houston,Mandarin,876,6536,10,Tech Enthusiasts,2021-02-24
23051,TechCorp,Display,Women 25-34,45 days,YouTube,0.03,"$16,051.00",7.0,Miami,English,534,1720,10,Foodies,2021-02-25
23052,Innovate Industries,Email,All Ages,15 days,Facebook,0.02,"$9,003.00",2.0,Los Angeles,English,931,6462,1,Health & Wellness,2021-02-26
23053,DataTech Solutions,Social Media,Women 35-44,30 days,Website,0.03,"$15,017.00",4.59,New York,French,859,1010,5,Tech Enthusiasts,2021-02-27
23054,Alpha Innovations,Display,Men 25-34,45 days,Email,0.12,"$6,297.00",3.46,Chicago,Spanish,943,7700,2,Health & Wellness,2021-02-28
23055,DataTech Solutions,Email,Women 35-44,15 days,Website,0.11,"$11,677.00",5.52,Chicago,Mandarin,221,2176,6,Outdoor Adventurers,2021-03-01
23056,NexGen Systems,Email,Men 18-24,60 days,Instagram,0.1,"$16,728.00",2.9,Houston,Spanish,279,2941,3,Health & Wellness,2021-03-02
23057,DataTech Solutions,Email,Women 25-34,45 days,Facebook,0.02,"$17,695.00",4.63,Chicago,German,609,7289,7,Foodies,2021-03-03
23058,Alpha Innovations,Influencer,Women 35-44,45 days,Google Ads,0.07,"$7,018.00",3.54,Houston,Mandarin,592,1388,4,Tech Enthusiasts,2021-03-04
23059,TechCorp,Display,All Ages,60 days,Website,0.02,"$8,145.00",6.17,New York,German,813,2148,6,Foodies,2021-03-05
23060,NexGen Systems,Email,All Ages,30 days,Website,0.13,"$9,297.00",2.3,Los Angeles,Mandarin,267,2733,10,Foodies,2021-03-06
23061,NexGen Systems,Influencer,Men 18-24,30 days,Instagram,0.11,"$17,064.00",2.57,New York,German,140,9215,6,Foodies,2021-03-07
23062,DataTech Solutions,Influencer,Women 35-44,30 days,Google Ads,0.04,"$9,257.00",3.19,Chicago,Mandarin,421,8557,7,Tech Enthusiasts,2021-03-08
23063,Alpha Innovations,Search,Men 25-34,60 days,Facebook,0.14,"$11,168.00",4.66,Chicago,Mandarin,420,8040,5,Fashionistas,2021-03-09
23064,Innovate Industries,Display,Men 18-24,30 days,Email,0.07,"$16,131.00",3.61,Los Angeles,Spanish,629,5902,9,Tech Enthusiasts,2021-03-10
23065,DataTech Solutions,Display,Women 25-34,60 days,Instagram,0.09,"$8,069.00",3.62,Chicago,French,634,3567,1,Health & Wellness,2021-03-11
23066,Innovate Industries,Search,Women 25-34,15 days,Facebook,0.07,"$17,095.00",5.09,Houston,Spanish,689,8556,6,Outdoor Adventurers,2021-03-12
23067,Innovate Industries,Email,Men 18-24,45 days,Email,0.08,"$12,803.00",2.45,Los Angeles,English,630,6398,10,Fashionistas,2021-03-13
23068,Innovate Industries,Social Media,Men 18-24,15 days,YouTube,0.05,"$13,562.00",3.45,Chicago,Mandarin,635,3288,8,Tech Enthusiasts,2021-03-14
23069,Innovate Industries,Search,Men 18-24,30 days,Facebook,0.05,"$7,230.00",7.67,Houston,Mandarin,693,4505,3,Health & Wellness,2021-03-15
23070,NexGen Systems,Social Media,Men 25-34,45 days,Facebook,0.07,"$11,061.00",7.29,Miami,Spanish,648,5704,4,Health & Wellness,2021-03-16
23071,Alpha Innovations,Search,Women 25-34,30 days,YouTube,0.12,"$11,259.00",4.11,Los Angeles,Spanish,678,2941,8,Outdoor Adventurers,2021-03-17
23072,Alpha Innovations,Display,Men 18-24,60 days,Website,0.01,"$13,474.00",6.31,Houston,German,982,5077,2,Outdoor Adventurers,2021-03-18
23073,Alpha Innovations,Search,All Ages,45 days,Instagram,0.09,"$9,119.00",6.32,Chicago,Spanish,452,4212,2,Foodies,2021-03-19
23074,Alpha Innovations,Display,Women 25-34,45 days,YouTube,0.1,"$10,563.00",6.93,Los Angeles,Mandarin,873,6905,1,Outdoor Adventurers,2021-03-20
23075,Innovate Industries,Display,Men 18-24,30 days,Instagram,0.14,"$11,575.00",7.43,Miami,French,827,9284,2,Foodies,2021-03-21
23076,Innovate Industries,Social Media,Women 35-44,60 days,Website,0.04,"$11,040.00",2.07,Los Angeles,German,225,6489,3,Tech Enthusiasts,2021-03-22
23077,Alpha Innovations,Search,Women 35-44,45 days,Instagram,0.02,"$15,708.00",7.36,Chicago,English,192,2458,7,Outdoor Adventurers,2021-03-23
23078,TechCorp,Social Media,Men 25-34,30 days,Email,0.02,"$17,467.00",3.04,Miami,German,245,8887,10,Fashionistas,2021-03-24
23079,Innovate Industries,Social Media,Men 25-34,30 days,Instagram,0.12,"$17,960.00",6.11,Los Angeles,English,996,1768,6,Fashionistas,2021-03-25
23080,DataTech Solutions,Search,All Ages,45 days,Facebook,0.09,"$11,670.00",2.95,Los Angeles,German,295,6821,10,Fashionistas,2021-03-26
23081,Alpha Innovations,Influencer,Men 25-34,30 days,Website,0.14,"$14,447.00",5.59,Chicago,German,532,8642,8,Fashionistas,2021-03-27
23082,Innovate Industries,Display,Women 35-44,30 days,Website,0.11,"$15,952.00",7.26,Chicago,French,167,1486,6,Fashionistas,2021-03-28
23083,Alpha Innovations,Display,Men 18-24,15 days,Website,0.15,"$16,314.00",2.78,Miami,English,889,9221,9,Foodies,2021-03-29
23084,DataTech Solutions,Influencer,Women 25-34,60 days,Website,0.05,"$13,471.00",3.13,Los Angeles,Mandarin,832,2803,4,Tech Enthusiasts,2021-03-30
23085,Innovate Industries,Email,All Ages,30 days,Website,0.12,"$13,951.00",5.77,New York,German,228,5512,1,Foodies,2021-03-31
23086,NexGen Systems,Display,All Ages,45 days,Instagram,0.02,"$10,265.00",4.2,Los Angeles,German,766,2369,7,Health & Wellness,2021-04-01
23087,DataTech Solutions,Influencer,All Ages,15 days,YouTube,0.02,"$18,993.00",2.1,Miami,Mandarin,714,5097,5,Health & Wellness,2021-04-02
23088,NexGen Systems,Search,Women 25-34,60 days,Facebook,0.1,"$5,141.00",3.9,Houston,Spanish,596,1587,7,Health & Wellness,2021-04-03
23089,DataTech Solutions,Search,Men 25-34,45 days,Instagram,0.01,"$6,617.00",3.87,Miami,German,533,3133,8,Fashionistas,2021-04-04
23090,Alpha Innovations,Social Media,Women 35-44,15 days,YouTube,0.06,"$12,400.00",3.14,Miami,German,956,1969,1,Health & Wellness,2021-04-05
23091,Innovate Industries,Email,Men 18-24,45 days,Email,0.09,"$19,769.00",4.67,Houston,English,716,1659,10,Fashionistas,2021-04-06
23092,NexGen Systems,Influencer,Men 25-34,45 days,Google Ads,0.07,"$9,261.00",6.02,Los Angeles,Spanish,998,9650,8,Foodies,2021-04-07
23093,NexGen Systems,Email,All Ages,45 days,Instagram,0.15,"$9,955.00",6.0,New York,English,287,2695,10,Foodies,2021-04-08
23094,DataTech Solutions,Email,Men 18-24,15 days,Instagram,0.05,"$19,711.00",3.38,Miami,Mandarin,541,7529,3,Health & Wellness,2021-04-09
23095,TechCorp,Display,All Ages,45 days,Website,0.13,"$15,691.00",5.87,Miami,French,649,9341,1,Fashionistas,2021-04-10
23096,DataTech Solutions,Social Media,Women 25-34,30 days,YouTube,0.1,"$5,831.00",6.83,Miami,German,572,4134,9,Fashionistas,2021-04-11
23097,DataTech Solutions,Social Media,Women 35-44,60 days,Facebook,0.15,"$17,338.00",6.79,New York,German,307,4641,6,Outdoor Adventurers,2021-04-12
23098,DataTech Solutions,Search,Men 18-24,45 days,Google Ads,0.1,"$15,504.00",7.35,New York,Mandarin,986,3565,3,Health & Wellness,2021-04-13
23099,Innovate Industries,Display,Women 25-34,60 days,Facebook,0.05,"$6,608.00",2.04,Chicago,Mandarin,464,3706,3,Tech Enthusiasts,2021-04-14
23100,NexGen Systems,Search,All Ages,15 days,Instagram,0.07,"$17,599.00",4.09,Los Angeles,Mandarin,879,7550,3,Fashionistas,2021-04-15
23101,TechCorp,Email,Women 35-44,30 days,Facebook,0.06,"$6,826.00",2.41,Houston,Spanish,742,4517,2,Health & Wellness,2021-04-16
23102,Innovate Industries,Influencer,Women 25-34,45 days,Email,0.1,"$16,250.00",6.93,Chicago,German,683,3284,9,Fashionistas,2021-04-17
23103,TechCorp,Display,Men 18-24,30 days,Email,0.15,"$18,360.00",2.06,Chicago,German,281,5240,9,Foodies,2021-04-18
23104,Alpha Innovations,Email,Women 25-34,15 days,Instagram,0.12,"$19,916.00",6.03,New York,German,644,4150,8,Outdoor Adventurers,2021-04-19
23105,Alpha Innovations,Display,Women 35-44,15 days,Instagram,0.06,"$16,352.00",3.82,Miami,French,556,4891,8,Tech Enthusiasts,2021-04-20
23106,DataTech Solutions,Influencer,Men 18-24,15 days,Email,0.03,"$19,513.00",4.56,New York,Spanish,315,5152,2,Outdoor Adventurers,2021-04-21
23107,TechCorp,Influencer,All Ages,30 days,Website,0.12,"$17,817.00",6.66,Chicago,Mandarin,377,1083,10,Health & Wellness,2021-04-22
23108,Alpha Innovations,Display,Men 18-24,30 days,Website,0.14,"$11,705.00",5.42,Los Angeles,German,824,4676,7,Health & Wellness,2021-04-23
23109,NexGen Systems,Email,Men 25-34,15 days,Email,0.06,"$13,948.00",5.39,Los Angeles,French,416,7134,3,Foodies,2021-04-24
23110,DataTech Solutions,Influencer,Women 35-44,45 days,Google Ads,0.03,"$14,586.00",5.56,Chicago,Mandarin,371,4302,5,Foodies,2021-04-25
23111,Innovate Industries,Influencer,All Ages,30 days,YouTube,0.11,"$14,014.00",3.56,Miami,French,760,1303,2,Outdoor Adventurers,2021-04-26
23112,DataTech Solutions,Search,Women 25-34,45 days,Email,0.07,"$15,668.00",2.04,Houston,Spanish,132,2372,1,Health & Wellness,2021-04-27
23113,NexGen Systems,Display,All Ages,15 days,Email,0.07,"$13,800.00",4.16,Chicago,Spanish,785,6556,5,Foodies,2021-04-28
23114,TechCorp,Social Media,All Ages,15 days,YouTube,0.03,"$8,508.00",6.19,Los Angeles,English,400,6371,8,Health & Wellness,2021-04-29
23115,Alpha Innovations,Display,Men 25-34,30 days,Website,0.12,"$8,351.00",2.76,Miami,Mandarin,387,7016,7,Foodies,2021-04-30
23116,NexGen Systems,Email,Women 35-44,45 days,YouTube,0.11,"$8,813.00",2.73,Chicago,French,619,8244,4,Health & Wellness,2021-05-01
23117,TechCorp,Display,Women 35-44,60 days,Facebook,0.03,"$10,850.00",5.33,Los Angeles,Spanish,217,1395,3,Health & Wellness,2021-05-02
23118,Alpha Innovations,Search,Women 35-44,60 days,YouTube,0.04,"$13,335.00",4.12,Chicago,German,177,2439,9,Tech Enthusiasts,2021-05-03
23119,NexGen Systems,Search,Women 25-34,30 days,YouTube,0.09,"$17,851.00",6.34,Miami,Mandarin,903,3483,4,Outdoor Adventurers,2021-05-04
23120,TechCorp,Social Media,Women 25-34,30 days,Website,0.06,"$8,000.00",6.08,New York,German,484,1946,8,Outdoor Adventurers,2021-05-05
23121,TechCorp,Influencer,Women 25-34,15 days,Email,0.01,"$7,314.00",5.79,Miami,Spanish,887,4132,5,Tech Enthusiasts,2021-05-06
23122,NexGen Systems,Email,Women 25-34,45 days,Instagram,0.06,"$7,101.00",4.33,Houston,Spanish,501,3463,4,Foodies,2021-05-07
23123,DataTech Solutions,Search,Women 35-44,60 days,Email,0.11,"$19,339.00",4.91,Chicago,Mandarin,375,3083,7,Tech Enthusiasts,2021-05-08
23124,TechCorp,Social Media,Men 18-24,30 days,Email,0.07,"$9,119.00",6.94,Houston,Mandarin,681,3089,7,Outdoor Adventurers,2021-05-09
23125,NexGen Systems,Display,All Ages,30 days,Website,0.02,"$6,014.00",5.2,Houston,Mandarin,525,2947,8,Fashionistas,2021-05-10
23126,TechCorp,Email,Women 25-34,60 days,YouTube,0.03,"$6,606.00",5.74,Houston,Mandarin,704,8647,5,Fashionistas,2021-05-11
23127,Alpha Innovations,Search,Men 18-24,15 days,Email,0.04,"$13,850.00",4.68,Houston,Spanish,228,9600,7,Foodies,2021-05-12
23128,Innovate Industries,Email,Men 18-24,15 days,Google Ads,0.02,"$16,343.00",3.89,Los Angeles,Spanish,998,9007,4,Tech Enthusiasts,2021-05-13
23129,DataTech Solutions,Search,All Ages,45 days,Website,0.15,"$7,728.00",7.91,Chicago,Spanish,608,7626,9,Fashionistas,2021-05-14
23130,DataTech Solutions,Social Media,Women 25-34,30 days,YouTube,0.14,"$6,766.00",3.82,New York,English,460,2440,3,Foodies,2021-05-15
23131,DataTech Solutions,Social Media,Men 18-24,60 days,Instagram,0.01,"$12,139.00",2.64,Chicago,English,271,8337,9,Outdoor Adventurers,2021-05-16
23132,NexGen Systems,Search,Women 35-44,15 days,Instagram,0.14,"$8,497.00",2.81,Miami,French,317,4879,10,Fashionistas,2021-05-17
23133,NexGen Systems,Social Media,Men 18-24,60 days,Instagram,0.1,"$8,434.00",4.91,New York,English,912,3711,3,Health & Wellness,2021-05-18
23134,DataTech Solutions,Display,Men 18-24,15 days,Instagram,0.06,"$16,122.00",5.23,Los Angeles,English,839,3720,3,Outdoor Adventurers,2021-05-19
23135,TechCorp,Display,Men 18-24,60 days,Email,0.05,"$6,088.00",2.34,New York,German,372,9060,4,Tech Enthusiasts,2021-05-20
23136,Alpha Innovations,Display,Women 25-34,45 days,YouTube,0.1,"$19,978.00",5.15,Los Angeles,German,478,2883,4,Outdoor Adventurers,2021-05-21
23137,TechCorp,Influencer,Women 25-34,15 days,YouTube,0.05,"$9,186.00",5.91,New York,Mandarin,899,5575,6,Health & Wellness,2021-05-22
23138,Innovate Industries,Social Media,Women 25-34,45 days,Instagram,0.04,"$10,246.00",2.69,Houston,Spanish,348,1997,7,Fashionistas,2021-05-23
23139,DataTech Solutions,Influencer,Men 25-34,60 days,Instagram,0.08,"$7,307.00",2.86,Los Angeles,French,919,2464,1,Foodies,2021-05-24
23140,Innovate Industries,Social Media,Men 18-24,15 days,Email,0.06,"$14,829.00",6.14,New York,Spanish,268,6494,10,Tech Enthusiasts,2021-05-25
23141,DataTech Solutions,Influencer,Men 25-34,30 days,Instagram,0.07,"$13,088.00",4.71,New York,Mandarin,847,6083,3,Fashionistas,2021-05-26
23142,Alpha Innovations,Social Media,Women 25-34,15 days,Website,0.14,"$15,497.00",5.97,Chicago,Spanish,708,1650,1,Outdoor Adventurers,2021-05-27
23143,TechCorp,Search,Women 25-34,30 days,Google Ads,0.11,"$10,271.00",6.42,Chicago,Mandarin,899,9957,2,Fashionistas,2021-05-28
23144,DataTech Solutions,Email,Women 35-44,45 days,Facebook,0.01,"$6,940.00",6.96,Los Angeles,Mandarin,211,7423,6,Health & Wellness,2021-05-29
23145,DataTech Solutions,Social Media,Men 18-24,60 days,Email,0.08,"$5,527.00",7.92,Chicago,Mandarin,215,5059,10,Fashionistas,2021-05-30
23146,TechCorp,Email,Women 35-44,60 days,YouTube,0.12,"$19,444.00",5.91,Houston,English,239,5497,6,Tech Enthusiasts,2021-05-31
23147,Innovate Industries,Influencer,Women 25-34,15 days,YouTube,0.1,"$8,685.00",7.45,Miami,Spanish,779,1718,6,Tech Enthusiasts,2021-06-01
23148,Innovate Industries,Search,Women 35-44,30 days,YouTube,0.15,"$14,269.00",6.14,Chicago,English,706,6329,3,Health & Wellness,2021-06-02
23149,NexGen Systems,Social Media,Men 18-24,60 days,Facebook,0.07,"$14,259.00",7.37,Los Angeles,German,760,5150,8,Fashionistas,2021-06-03
23150,DataTech Solutions,Email,Men 18-24,60 days,Facebook,0.03,"$15,071.00",2.08,Houston,German,205,4469,2,Health & Wellness,2021-06-04
23151,Alpha Innovations,Influencer,Men 25-34,45 days,Instagram,0.05,"$10,315.00",5.91,New York,English,653,5043,8,Foodies,2021-06-05
23152,Innovate Industries,Display,Men 18-24,45 days,YouTube,0.02,"$17,251.00",6.12,Miami,German,171,4285,1,Health & Wellness,2021-06-06
23153,DataTech Solutions,Email,All Ages,15 days,Instagram,0.13,"$7,942.00",7.34,Chicago,Mandarin,777,4910,4,Fashionistas,2021-06-07
